date,TEXP0000
2022-01-01,2455569.303262
2022-02-01,2666856.625915
2022-03-01,2962658.491484
2022-04-01,2891725.005564
2022-05-01,2844020.577468
2022-06-01,3047762.830479
2022-07-01,2721825.616182
2022-08-01,2642473.056025
2022-09-01,2625267.585629
2022-10-01,2623651.491251
2022-11-01,2570087.201333
2022-12-01,2606366.435503
2023-01-01,2337718.713851
2023-02-01,2522290.289187
2023-03-01,2601691.514795
2023-04-01,2528237.608908
2023-05-01,2638256.898812
2023-06-01,2530849.820144
2023-07-01,2567369.982467
2023-08-01,2620989.127991
2023-09-01,3065252.02403
2023-10-01,2606661.074005
2023-11-01,2511125.353066
2023-12-01,2596047.797303
2024-01-01,2610810.784103
2024-02-01,2669769.041928
2024-03-01,2795358.568394
2024-04-01,2909289.108141
2024-05-01,3041642.123002
2024-06-01,2925635.95118
2024-07-01,2707790.376716
2024-08-01,2990764.278295
2024-09-01,2758827.76289
2024-10-01,2842785.702854
2024-11-01,2976539.751166
2024-12-01,3191619.034052


 Definition: Exportaciones, Total. Source: BCE
