date,TUSD0003
2022-01-01,5.307300669728272
2022-02-01,5.151200616083593
2022-03-01,4.750699896862305
2022-04-01,4.934798968627016
2022-05-01,4.752000235699212
2022-06-01,5.229698832103656
2022-07-01,5.184500831075484
2022-08-01,5.203100423480343
2022-09-01,5.393999283676895
2022-10-01,5.168300538743648
2022-11-01,5.267998908470626
2022-12-01,5.284498926454043
2023-01-01,5.0788001233132665
2023-02-01,5.214501110428012
2023-03-01,5.0801004843875806
2023-04-01,4.987352075137451
2023-05-01,5.041600768743286
2023-06-01,4.831050903334053
2023-07-01,4.732050032911408
2023-08-01,4.879050770914417
2023-09-01,5.030851698038219
2023-10-01,5.031800982207552
2023-11-01,4.93415128403886
2023-12-01,4.852100692734416
2024-01-01,4.939300930860654
2024-02-01,4.967801196544596
2024-03-01,5.01450193960935
2024-04-01,5.187601839108604
2024-05-01,5.248250102209671
2024-06-01,5.587850225497696
2024-07-01,5.63890165473569
2024-08-01,5.647350093915432
2024-09-01,5.452000857054535
2024-10-01,5.778653307961193
2024-11-01,6.013051930520388


 Definition: Cotización del USD en Brasil. Source: BCE
