date,RIND0100
2022-01-01,33.278351
2022-02-01,33.625004
2022-03-01,35.164474
2022-04-01,34.96516
2022-05-01,35.229778
2022-06-01,34.160538
2022-07-01,34.817955
2022-08-01,35.343632
2022-09-01,35.635307
2022-10-01,33.832737
2022-11-01,33.513096
2022-12-01,36.182312
2023-01-01,36.108662
2023-02-01,34.625454
2023-03-01,35.610775
2023-04-01,35.046165
2023-05-01,34.164619
2023-06-01,34.88689
2023-07-01,35.240429
2023-08-01,34.936024
2023-09-01,34.927505
2023-10-01,34.691402
2023-11-01,35.299686431884766
2023-12-01,36.790225982666016
2024-01-01,35.672882080078125
2024-02-01,37.135929107666016
2024-03-01,36.76845169067383
2024-04-01,37.31568908691406
2024-05-01,37.24738311767578


 Definition: Índice de Situación Presente, Total nacional. Source: BCE
