date,TEXP0027
2022-01-01,715374.116768
2022-02-01,769744.174821
2022-03-01,699498.061394
2022-04-01,818237.800781
2022-05-01,649849.265563
2022-06-01,830954.989433
2022-07-01,703588.124132
2022-08-01,770661.703795
2022-09-01,803977.170155
2022-10-01,713516.72563
2022-11-01,730381.283304
2022-12-01,797409.954262
2023-01-01,646968.075135
2023-02-01,852892.590445
2023-03-01,807549.436415
2023-04-01,743195.973017
2023-05-01,809425.055195
2023-06-01,825139.784861
2023-07-01,786149.479814
2023-08-01,788162.533752
2023-09-01,920859.797525
2023-10-01,808142.246473
2023-11-01,679768.26395
2023-12-01,783563.235549
2024-01-01,793416.695502
2024-02-01,763962.922338
2024-03-01,830483.231987
2024-04-01,734464.027599
2024-05-01,796050.276948
2024-06-01,1043778.306621
2024-07-01,773202.653906
2024-08-01,839780.385252
2024-09-01,835642.759919
2024-10-01,817302.709598
2024-11-01,790534.051809
2024-12-01,903431.246678


 Definition: Exportaciones no petroleras: No tradicionales, Total. Source: BCE
