date,TEXP0011
2022-01-01,668970.5654
2022-02-01,748587.58904
2022-03-01,1070671.29821
2022-04-01,883708.54352
2022-05-01,929723.36777
2022-06-01,1034559.03349
2022-07-01,800170.96765
2022-08-01,810691.27207
2022-09-01,747286.77088
2022-10-01,769384.90705
2022-11-01,794743.24031
2022-12-01,775968.66123
2023-01-01,557941.89057
2023-02-01,579083.31912
2023-03-01,532277.91783
2023-04-01,597648.12948
2023-05-01,606205.86938
2023-06-01,568482.92017
2023-07-01,640853.94775
2023-08-01,716499.99293
2023-09-01,997837.24521
2023-10-01,663017.34909
2023-11-01,749556.57084
2023-12-01,613961.91475
2024-01-01,785280.61059
2024-02-01,684286.5379
2024-03-01,794380.15632
2024-04-01,811753.47952
2024-05-01,808133.54808
2024-06-01,586750.95364
2024-07-01,679828.99782
2024-08-01,812123.78359
2024-09-01,622899.60072
2024-10-01,797762.72626


 Definition: Exportaciones petroleras, Petroleo crudo. Source: BCE
